2, 343743000
4, 177992000
8, 93831000
16, 56101000
32, 31864000
64, 18333000
128, 14684000
256, 9303000
512, 3420000
1024, 1944000
2048, 2476000
4096, 4743000
8192, 2227000
16384, 2008000
32768, 1885000
65536, 1245000
131072, 1322000
262144, 2202000
524288, 4367000
1048576, 2981000
