2, 375729000
4, 303753000
8, 238957000
16, 222343000
32, 217017000
64, 196420000
128, 191858000
256, 190873000
512, 190507000
1024, 187850000
2048, 184458000
4096, 185444000
8192, 184681000
16384, 191234000
32768, 202428000
65536, 185113000
131072, 187764000
262144, 177860000
524288, 184927000
1048576, 180324000
